model,data_path,custom_params,mse,mae,acc,smape,f_score,crps,mre,naps,picp,pinaw,cwc,setting,seed,task_name,is_training,model_id,data,features,target,freq,lag,scaler,reindex,reindex_tolerance,pin_memory,seq_len,label_len,pred_len,seasonal_patterns,inverse,mask_rate,anomaly_ratio,expand,d_conv,top_k,num_kernels,enc_in,dec_in,c_out,d_model,n_heads,e_layers,d_layers,d_ff,moving_avg,series_decomp_mode,factor,distil,dropout,embed,activation,output_attention,channel_independence,decomp_method,use_norm,down_sampling_layers,down_sampling_window,down_sampling_method,seg_len,num_workers,train_epochs,stop_epochs,batch_size,patience,learning_rate,des,loss,lradj,use_amp,use_gpu,gpu,use_multi_gpu,devices,p_hidden_dims,p_hidden_layers,use_dtw,augmentation_ratio,jitter,scaling,permutation,randompermutation,magwarp,timewarp,windowslice,windowwarp,rotation,spawner,dtwwarp,shapedtwwarp,wdba,discdtw,discsdtw,extra_tag,lstm_hidden_size,lstm_layers,num_spline,sample_times,run_time,train_checkpoint_path,test_checkpoint_path

DLinear,wind/Zone1/Zone1.csv,,0.8485941,0.6960383,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone2/Zone2.csv,,0.86387736,0.7193532,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone3/Zone3.csv,,0.7532089,0.6941338,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone4/Zone4.csv,,0.8351597,0.7235115,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone5/Zone5.csv,,0.7852326,0.71898586,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone6/Zone6.csv,,0.75345343,0.70378184,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone7/Zone7.csv,,0.8663001,0.7185817,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone8/Zone8.csv,,0.83509743,0.70080453,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone9/Zone9.csv,,0.75759,0.678781,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone10/Zone10.csv,,0.8079793,0.73807454,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth


DLinear,wind/Zone1/Zone1.csv,,0.5656027,0.56280094,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone2/Zone2.csv,,0.6934624,0.6336064,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone3/Zone3.csv,,0.6568272,0.6479682,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone4/Zone4.csv,,0.59890187,0.6089713,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone5/Zone5.csv,,0.6459676,0.6447761,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone6/Zone6.csv,,0.6377879,0.6387942,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone7/Zone7.csv,,0.56847054,0.5845972,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone8/Zone8.csv,,0.5633513,0.5741774,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone9/Zone9.csv,,0.57787824,0.5915296,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
DLinear,wind/Zone10/Zone10.csv,,0.7877375,0.7278668,,,,,,,,,,long_term_forecast_wind_96_16_DLinear_custom_ftMS_sl96_ll96_pl16_dm128_nh8_el2_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2025-11-23 17-23-38,2021,long_term_forecast,0,wind_96_16,custom,MS,wind,t,0,StandardScaler,0,0.9,False,96,96,16,Monthly,False,0.25,0.25,2,4,5,6,5,5,5,128,8,2,1,2048,25,avg,1,True,0.1,timeF,gelu,False,1,moving_avg,1,0,1,,48,0,100,,128,15,0.0001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,512,1,20,99,2025-11-23 17-23-38,,save/meta_wind_5_way_5_shot_2025_11_23_16_01_05/min-vl.pth
